No.  Input_img    Ref_img    IdentityIssame     Expression_actual    Expression_require    Expression_ref    ExpressionIsrequire
480  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  1  3  -1  False
481  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  2  3  -1  False
482  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  4  3  -1  False
483  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  4  5  -1  False
484  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  4  5  -1  False
485  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  0  5  -1  False
486  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  0  5  -1  False
487  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  2  5  -1  False
488  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_024.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  3  5  -1  False
489  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_025.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  3  5  -1  False
490  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  4  5  -1  False
491  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  2  5  -1  False
492  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  1  5  -1  False
493  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  1  5  -1  False
494  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  1  5  -1  False
495  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  3  5  -1  False
496  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  0  5  -1  False
497  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_000.png  True  2  5  -1  False
498  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  1  3  -1  False
499  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  5  3  -1  False
500  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  4  3  -1  False
501  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  2  3  -1  False
502  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  4  3  -1  False
503  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  4  3  -1  False
504  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  0  3  -1  False
505  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  2  3  -1  False
506  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  1  3  -1  False
507  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  0  3  -1  False
508  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  2  3  -1  False
509  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  0  3  -1  False
510  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  5  3  -1  False
511  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_024.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  5  3  -1  False
512  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  1  3  -1  False
513  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  3  5  -1  False
514  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  1  5  -1  False
515  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_024.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  3  5  -1  False
516  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  0  5  -1  False
517  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  1  5  -1  False
518  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  4  5  -1  False
519  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  2  5  -1  False
520  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_025.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  3  5  -1  False
521  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  0  5  -1  False
522  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  4  5  -1  False
523  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  0  5  -1  False
524  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  4  5  -1  False
525  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  2  5  -1  False
526  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  1  5  -1  False
527  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_000.png  True  2  5  -1  False
528  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  4  3  -1  False
529  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  1  3  -1  False
530  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  1  3  -1  False
531  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  4  3  -1  False
532  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  5  3  -1  False
533  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  1  3  -1  False
534  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  0  3  -1  False
535  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  0  3  -1  False
536  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_024.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  5  3  -1  False
537  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  5  3  -1  False
538  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  2  3  -1  False
539  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  2  3  -1  False
540  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  2  3  -1  False
541  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  0  3  -1  False
542  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  4  3  -1  False
543  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  4  5  -1  False
544  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_025.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  3  5  -1  False
545  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  0  5  -1  False
546  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  4  5  -1  False
547  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  1  5  -1  False
548  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  0  5  -1  False
549  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_024.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  3  5  -1  False
550  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  2  5  -1  False
551  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  0  5  -1  False
552  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  1  5  -1  False
553  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  2  5  -1  False
554  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  2  5  -1  False
555  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  4  5  -1  False
556  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  3  5  -1  False
557  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_000.png  True  1  5  -1  False
558  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_024.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  5  3  -1  False
559  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  1  3  -1  False
560  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  5  3  -1  False
561  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  1  3  -1  False
562  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Surprise/P043_Surprise_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  5  3  -1  False
563  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  0  3  -1  False
564  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  0  3  -1  False
565  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  2  3  -1  False
566  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  4  3  -1  False
567  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  1  3  -1  False
568  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  4  3  -1  False
569  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  2  3  -1  False
570  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  4  3  -1  False
571  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  2  3  -1  False
572  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  0  3  -1  False
573  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  1  5  -1  False
574  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  1  5  -1  False
575  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  3  5  -1  False
576  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  4  5  -1  False
577  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  4  5  -1  False
578  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  1  5  -1  False
579  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  0  5  -1  False
580  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  0  5  -1  False
581  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_024.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  3  5  -1  False
582  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_022.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  2  5  -1  False
583  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Anger/P043_Anger_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  0  5  -1  False
584  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  2  5  -1  False
585  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Fear/P043_Fear_021.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  2  5  -1  False
586  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_025.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  3  5  -1  False
587  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Happiness/P043_Happiness_000.png  True  4  5  -1  False
588  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Disgust/P043_Disgust_023.png  /data/zming/datasets/Oulu-Casia/VL_Strong_mtcnnpy_182_160/P043/Sadness/P043_Sadness_000.png  True  1  3  -1  False
